,first_name,last_name,gender,DOB,job_industry_category,wealth_segment,owns_car,state,AGE,Age_Groups
620,Lek,Pimblett,Male,1955-09-29,Financial Services,Mass Customer,Yes,NSW,64.0,Age : 61 - 80
622,Ewell,Paulusch,Male,1998-01-15,Manufacturing,Mass Customer,Yes,QLD,22.0,Age : 21 - 40
623,Madison,Lars,Male,1967-01-19,Health,Mass Customer,No,QLD,53.0,Age : 41 - 60
624,Ardis,Taree,Female,1960-04-12,Manufacturing,Affluent Customer,Yes,QLD,60.0,Age : 41 - 60
625,Wheeler,Godsil,Male,1993-09-20,Manufacturing,Affluent Customer,Yes,NSW,26.0,Age : 21 - 40
627,Terrel,Keynd,Male,1961-04-20,Manufacturing,Mass Customer,No,QLD,59.0,Age : 41 - 60
628,Augie,Swallwell,Male,1939-08-22,Property,Affluent Customer,Yes,NSW,81.0,Age : 81 - 100
631,Lissa,Gawn,Female,1962-09-21,Health,Mass Customer,Yes,QLD,58.0,Age : 41 - 60
632,Leisha,McConway,Female,1975-10-31,Financial Services,Mass Customer,Yes,VIC,44.0,Age : 41 - 60
633,Kearney,Cuddehy,Male,1997-05-18,Retail,Mass Customer,No,QLD,23.0,Age : 21 - 40
634,Shellysheldon,Bichard,Male,1954-01-06,Financial Services,Mass Customer,Yes,QLD,66.0,Age : 61 - 80
635,Reinhard,Oscroft,Male,1950-03-18,Health,High Net Worth,No,VIC,70.0,Age : 61 - 80
636,Menard,Venmore,Male,1978-04-04,Retail,High Net Worth,No,NSW,42.0,Age : 41 - 60
637,Andree,Breeds,Female,1954-10-19,Financial Services,Affluent Customer,Yes,VIC,65.0,Age : 61 - 80
638,Kata,Harrop,Female,1950-05-04,Retail,Affluent Customer,Yes,NSW,70.0,Age : 61 - 80
639,Pierrette,Gummie,Female,1966-08-04,Retail,Affluent Customer,No,VIC,54.0,Age : 41 - 60
641,Demott,Mullaly,Male,1982-12-15,Property,Mass Customer,No,NSW,37.0,Age : 21 - 40
642,Wendye,Kleinplatz,Female,1996-05-28,Manufacturing,Affluent Customer,No,QLD,24.0,Age : 21 - 40
643,Irvin,Bevans,Male,1962-07-12,Manufacturing,Mass Customer,No,NSW,58.0,Age : 41 - 60
645,Austine,Speedy,Female,1940-05-23,Argiculture,High Net Worth,Yes,NSW,80.0,Age : 61 - 80
646,Wolf,Craft,Male,1995-07-19,Retail,Affluent Customer,Yes,NSW,25.0,Age : 21 - 40
647,Aldin,Newsome,Male,1981-07-06,Financial Services,Mass Customer,No,NSW,39.0,Age : 21 - 40
648,Sindee,Jasik,Female,1942-10-21,Health,Mass Customer,Yes,QLD,77.0,Age : 61 - 80
649,Truman,Arlett,Male,1958-06-25,Manufacturing,High Net Worth,Yes,NSW,62.0,Age : 61 - 80
652,Leticia,Hovenden,Female,1997-04-03,Retail,Mass Customer,Yes,VIC,23.0,Age : 21 - 40
653,Caritta,Compston,Female,1958-04-25,Manufacturing,Mass Customer,Yes,VIC,62.0,Age : 61 - 80
654,Annabelle,Hanwell,Female,1951-11-28,Manufacturing,High Net Worth,Yes,VIC,68.0,Age : 61 - 80
655,Darryl,Hovee,Female,1944-04-28,Financial Services,Mass Customer,Yes,NSW,76.0,Age : 61 - 80
656,Orly,Nesbitt,Female,1985-03-25,Manufacturing,High Net Worth,Yes,VIC,35.0,Age : 21 - 40
657,Margette,Gibard,Female,1942-07-06,Manufacturing,Affluent Customer,Yes,NSW,78.0,Age : 61 - 80
658,Nicol,Bertot,Female,1977-09-11,Financial Services,Affluent Customer,Yes,VIC,43.0,Age : 41 - 60
659,Nobe,Trowsdale,Male,1968-07-12,Financial Services,Mass Customer,No,VIC,52.0,Age : 41 - 60
660,Stephen,Tittershill,Male,1991-12-21,Financial Services,High Net Worth,No,VIC,28.0,Age : 21 - 40
661,Giselbert,Pickring,Male,1959-07-28,Manufacturing,Affluent Customer,Yes,NSW,61.0,Age : 61 - 80
662,Shane,Diss,Female,1980-10-29,Financial Services,High Net Worth,Yes,VIC,39.0,Age : 21 - 40
663,Lisette,Davers,Female,1940-10-26,Health,High Net Worth,No,NSW,79.0,Age : 61 - 80
665,Kippar,Whyatt,Male,1960-01-21,Property,Mass Customer,No,NSW,60.0,Age : 41 - 60
666,Xenia,Maleck,Female,1960-02-14,Telecommunications,Mass Customer,No,VIC,60.0,Age : 41 - 60
667,Essie,Withur,Female,1941-02-26,Financial Services,High Net Worth,No,VIC,79.0,Age : 61 - 80
669,Lillis,Eshmade,Female,1974-10-12,Financial Services,Mass Customer,Yes,QLD,45.0,Age : 41 - 60
670,Ted,Izacenko,Male,1959-08-01,Entertainment,High Net Worth,No,VIC,61.0,Age : 61 - 80
671,Nixie,Shoesmith,Female,1956-12-04,Retail,Affluent Customer,No,QLD,63.0,Age : 61 - 80
672,Briana,Trill,Female,1944-03-18,Health,High Net Worth,No,NSW,76.0,Age : 61 - 80
674,Wrennie,Dwelly,Female,1940-03-11,Manufacturing,Mass Customer,No,VIC,80.0,Age : 61 - 80
675,Sibylla,Kibble,Female,1962-08-05,Health,High Net Worth,No,NSW,58.0,Age : 41 - 60
676,Kariotta,Naper,Female,1952-04-07,Health,Mass Customer,No,NSW,68.0,Age : 61 - 80
677,Wylie,Huntingdon,Male,1966-08-11,Financial Services,Mass Customer,No,NSW,54.0,Age : 41 - 60
678,Lizbeth,Garvan,Female,1996-09-06,Health,Mass Customer,No,NSW,24.0,Age : 21 - 40
679,Averil,Ackery,Male,1970-09-09,Retail,Mass Customer,Yes,NSW,50.0,Age : 41 - 60
680,Myrtie,Ostrich,Female,1996-06-18,Property,Affluent Customer,Yes,NSW,24.0,Age : 21 - 40
681,Ross,Vidgen,Male,1947-12-28,Retail,Affluent Customer,No,QLD,72.0,Age : 61 - 80
682,Sibby,Skinner,Female,1981-05-05,Manufacturing,Mass Customer,Yes,QLD,39.0,Age : 21 - 40
683,Selle,Casper,Female,1978-03-27,Health,Mass Customer,Yes,NSW,42.0,Age : 41 - 60
684,Andrew,Froment,Male,1977-07-19,Retail,High Net Worth,No,VIC,43.0,Age : 41 - 60
685,Maurizia,Ritmeyer,Female,1980-04-09,Entertainment,Mass Customer,Yes,NSW,40.0,Age : 21 - 40
686,Keenan,Moriarty,Male,1994-12-23,Financial Services,Mass Customer,Yes,QLD,25.0,Age : 21 - 40
687,Davide,Senten,Male,1941-02-23,Manufacturing,Mass Customer,No,NSW,79.0,Age : 61 - 80
688,Renie,Fiveash,Female,1992-10-10,Health,High Net Worth,No,QLD,27.0,Age : 21 - 40
689,Willard,Booton,Male,1938-09-02,Health,High Net Worth,Yes,NSW,82.0,Age : 81 - 100
690,Debby,Balmadier,Female,1992-06-24,Financial Services,Affluent Customer,Yes,VIC,28.0,Age : 21 - 40
692,Harvey,Dwelley,Male,1973-08-30,Financial Services,Affluent Customer,No,NSW,47.0,Age : 41 - 60
693,Patrice,Pariss,Male,1954-06-15,Financial Services,Mass Customer,No,QLD,66.0,Age : 61 - 80
694,Arman,Yakubov,Male,1977-10-07,Property,High Net Worth,Yes,NSW,42.0,Age : 41 - 60
695,Gardiner,Gypps,Male,1991-06-01,Retail,Mass Customer,Yes,NSW,29.0,Age : 21 - 40
697,Thaddus,Joder,Male,1957-12-10,Manufacturing,Mass Customer,No,NSW,62.0,Age : 61 - 80
699,Jillane,Simion,Female,1974-07-03,Manufacturing,High Net Worth,No,QLD,46.0,Age : 41 - 60
700,Lynnell,Shoesmith,Female,1981-01-29,Health,High Net Worth,Yes,NSW,39.0,Age : 21 - 40
701,Mandie,MacAdie,Female,1974-12-25,Telecommunications,High Net Worth,No,NSW,45.0,Age : 41 - 60
702,Ferdinand,Billie,Male,1965-09-04,Manufacturing,Mass Customer,No,NSW,55.0,Age : 41 - 60
703,Suzy,Bussens,Female,1973-04-29,Financial Services,Mass Customer,No,QLD,47.0,Age : 41 - 60
704,Emeline,Vezey,Female,1953-08-07,Health,Affluent Customer,Yes,VIC,67.0,Age : 61 - 80
705,Cissiee,Baylis,Female,1951-07-22,Financial Services,High Net Worth,No,NSW,69.0,Age : 61 - 80
706,Roldan,Raybould,Male,1975-11-18,Financial Services,Mass Customer,No,VIC,44.0,Age : 41 - 60
707,Barth,Weare,Male,1946-08-22,Health,Mass Customer,Yes,NSW,74.0,Age : 61 - 80
708,Alta,Pithcock,Female,1999-11-18,Financial Services,Mass Customer,No,NSW,20.0,Age : 0 - 20
709,Marc,Keunemann,Male,1972-09-04,Health,Affluent Customer,Yes,NSW,48.0,Age : 41 - 60
710,Bertine,Smalles,Female,1983-12-10,Financial Services,Mass Customer,Yes,VIC,36.0,Age : 21 - 40
711,Wilbert,O'Loughnan,Male,1983-05-18,Financial Services,Mass Customer,Yes,QLD,37.0,Age : 21 - 40
713,Miran,Runchman,Female,1975-07-09,Retail,Mass Customer,No,QLD,45.0,Age : 41 - 60
714,Dorotea,Fenwick,Female,1950-10-12,Financial Services,High Net Worth,No,NSW,69.0,Age : 61 - 80
715,Jenny,Massy,Female,1963-10-16,Telecommunications,Mass Customer,Yes,NSW,56.0,Age : 41 - 60
717,Beatrix,McGivena,Female,1966-10-18,Health,Mass Customer,Yes,QLD,53.0,Age : 41 - 60
718,Nalani,Hallad,Female,1999-11-30,Health,Affluent Customer,Yes,VIC,20.0,Age : 0 - 20
719,Inglebert,Butland,Male,1966-01-30,Financial Services,Mass Customer,Yes,NSW,54.0,Age : 41 - 60
720,Brendis,Pineaux,Male,1978-01-15,Manufacturing,Mass Customer,No,NSW,42.0,Age : 41 - 60
722,Glendon,Malham,Male,1965-08-21,Manufacturing,Mass Customer,No,VIC,55.0,Age : 41 - 60
723,Morganica,Bentke,Female,1977-01-03,IT,Affluent Customer,Yes,VIC,43.0,Age : 41 - 60
727,Son,Varney,Male,1993-11-02,Property,Mass Customer,Yes,NSW,26.0,Age : 21 - 40
728,Bartram,Caltun,Male,1956-09-15,Health,Affluent Customer,Yes,NSW,64.0,Age : 61 - 80
729,Halette,Borsi,Female,1961-12-10,Health,Affluent Customer,Yes,NSW,58.0,Age : 41 - 60
730,Killie,Densie,Male,1997-03-28,IT,Mass Customer,Yes,NSW,23.0,Age : 21 - 40
731,Mandi,Adamsson,Female,1992-04-07,Manufacturing,Mass Customer,Yes,QLD,28.0,Age : 21 - 40
733,Yardley,Matten,Male,1991-03-06,Financial Services,Mass Customer,No,QLD,29.0,Age : 21 - 40
734,Shepperd,Leonards,Male,1981-04-14,Manufacturing,Mass Customer,Yes,NSW,39.0,Age : 21 - 40
736,Fancie,Woofendell,Female,1966-09-17,Health,Mass Customer,Yes,QLD,54.0,Age : 41 - 60
738,Micheil,Fleote,Male,1975-09-20,Manufacturing,High Net Worth,No,NSW,44.0,Age : 41 - 60
739,Cecily,Faircley,Female,1947-06-12,IT,Affluent Customer,Yes,QLD,73.0,Age : 61 - 80
740,Glory,Chilcott,Female,1939-09-09,Telecommunications,High Net Worth,No,QLD,81.0,Age : 81 - 100
741,Sinclair,Wark,Male,1974-02-21,Financial Services,Mass Customer,Yes,NSW,46.0,Age : 41 - 60
742,Tomaso,Horsley,Male,2001-04-16,Financial Services,Mass Customer,Yes,VIC,19.0,Age : 0 - 20
743,Gilli,Christophers,Female,1948-03-02,Property,Affluent Customer,Yes,QLD,72.0,Age : 61 - 80
744,Errick,Burgin,Male,1998-08-19,Entertainment,Mass Customer,No,NSW,22.0,Age : 21 - 40
745,Damian,Renard,Male,1976-07-19,Retail,Affluent Customer,No,NSW,44.0,Age : 41 - 60
746,Agnola,Batterson,Female,1980-01-03,Financial Services,Mass Customer,No,QLD,40.0,Age : 21 - 40
747,Riki,Wandtke,Female,1962-05-12,Entertainment,Mass Customer,Yes,QLD,58.0,Age : 41 - 60
748,Mikol,Eck,Male,1975-07-25,Financial Services,Mass Customer,Yes,QLD,45.0,Age : 41 - 60
749,Phyllis,Wibberley,Female,1971-01-10,Retail,Affluent Customer,No,NSW,49.0,Age : 41 - 60
750,Burt,Vasechkin,Male,1950-04-15,Retail,Mass Customer,Yes,VIC,70.0,Age : 61 - 80
752,Trudie,Phinnessy,Female,1960-07-04,Financial Services,Mass Customer,Yes,VIC,60.0,Age : 41 - 60
753,Frederigo,Cribbott,Male,1965-03-15,Health,Mass Customer,No,NSW,55.0,Age : 41 - 60
755,Darb,,Male,1969-06-04,Health,Affluent Customer,No,QLD,51.0,Age : 41 - 60
756,Cal,Van den Velde,Male,1996-03-18,Financial Services,Affluent Customer,Yes,VIC,24.0,Age : 21 - 40
757,Stephani,Sidsaff,Female,1973-09-29,Financial Services,Mass Customer,Yes,NSW,46.0,Age : 41 - 60
758,Meade,Bampton,Male,1982-04-25,Health,High Net Worth,No,NSW,38.0,Age : 21 - 40
759,Flore,Cashen,Female,1978-06-21,Health,High Net Worth,No,NSW,42.0,Age : 41 - 60
760,Leighton,Firbanks,Male,1973-12-22,Retail,Affluent Customer,No,QLD,46.0,Age : 41 - 60
761,Petr,Westman,Male,1987-11-02,Property,Mass Customer,No,QLD,32.0,Age : 21 - 40
762,Yorgos,Dewhurst,Male,1950-09-09,Argiculture,Affluent Customer,No,QLD,70.0,Age : 61 - 80
763,Simmonds,Bapty,Male,2002-01-04,Financial Services,Affluent Customer,No,NSW,18.0,Age : 0 - 20
764,Hagen,MacCarter,Male,1983-02-08,Entertainment,Affluent Customer,Yes,VIC,37.0,Age : 21 - 40
765,Cazzie,Stanwix,Male,1960-10-01,Manufacturing,High Net Worth,Yes,QLD,59.0,Age : 41 - 60
766,Geoff,Gwillym,Male,1999-02-22,Health,Affluent Customer,No,NSW,21.0,Age : 21 - 40
767,Simonette,,Female,1990-04-06,Manufacturing,Affluent Customer,Yes,NSW,30.0,Age : 21 - 40
768,Deirdre,Sturgeon,Female,1965-12-22,Retail,Mass Customer,Yes,NSW,54.0,Age : 41 - 60
770,Juliann,Siemantel,Female,1947-12-15,Entertainment,Mass Customer,No,VIC,72.0,Age : 61 - 80
771,Janaye,Eade,Female,1984-12-13,Health,Affluent Customer,No,NSW,35.0,Age : 21 - 40
772,Dylan,Stranio,Male,1953-04-02,Manufacturing,High Net Worth,Yes,NSW,67.0,Age : 61 - 80
773,Mel,Rochford,Female,1989-07-23,Retail,Mass Customer,Yes,VIC,31.0,Age : 21 - 40
774,Elvin,Trayhorn,Male,1993-06-02,Financial Services,High Net Worth,No,NSW,27.0,Age : 21 - 40
776,Sonni,Milligan,Female,1988-03-05,Retail,Mass Customer,Yes,VIC,32.0,Age : 21 - 40
777,Kellina,Haygreen,Female,1966-01-19,Entertainment,Affluent Customer,No,NSW,54.0,Age : 41 - 60
778,Yuma,Dennick,Male,1972-11-10,Manufacturing,Mass Customer,Yes,NSW,47.0,Age : 41 - 60
780,Therese,Brotherhood,Female,1981-07-28,Health,Mass Customer,No,NSW,39.0,Age : 21 - 40
781,Pansie,Beccero,Female,1964-07-07,Financial Services,Affluent Customer,Yes,QLD,56.0,Age : 41 - 60
782,Reinaldos,Simmig,Male,1955-01-15,Manufacturing,High Net Worth,No,VIC,65.0,Age : 61 - 80
783,Calhoun,Mussington,Male,1992-10-13,Health,Mass Customer,No,NSW,27.0,Age : 21 - 40
784,Winn,Wells,Male,1994-04-12,Manufacturing,Affluent Customer,No,NSW,26.0,Age : 21 - 40
785,Rafi,Brettelle,Male,1956-08-12,Health,High Net Worth,No,NSW,64.0,Age : 61 - 80
786,Fey,,Female,1957-09-04,Health,High Net Worth,Yes,VIC,63.0,Age : 61 - 80
787,Verne,Loalday,Male,1982-03-20,IT,High Net Worth,No,NSW,38.0,Age : 21 - 40
788,Eleonora,Wiszniewski,Female,1980-04-23,Financial Services,Affluent Customer,No,QLD,40.0,Age : 21 - 40
789,Fayre,Brannigan,Female,1992-10-13,Manufacturing,Mass Customer,Yes,NSW,27.0,Age : 21 - 40
790,Eachelle,Noirel,Female,1974-01-26,Health,Affluent Customer,Yes,NSW,46.0,Age : 41 - 60
791,Carl,Troyes,Male,1973-03-12,Property,Mass Customer,No,VIC,47.0,Age : 41 - 60
792,Cordie,Brankley,Female,1954-09-21,Entertainment,High Net Worth,No,NSW,66.0,Age : 61 - 80
793,Jackie,Pays,Male,1955-11-09,Health,Mass Customer,No,NSW,64.0,Age : 61 - 80
794,Carroll,Schlagman,Female,1951-08-25,Health,Affluent Customer,No,NSW,69.0,Age : 61 - 80
795,Frans,Idale,Male,1969-10-03,Manufacturing,Mass Customer,No,QLD,50.0,Age : 41 - 60
796,Amara,Clow,Female,1966-11-17,Financial Services,Mass Customer,Yes,VIC,53.0,Age : 41 - 60
797,Anthony,Morison,Male,1938-06-08,Health,Mass Customer,No,NSW,82.0,Age : 81 - 100
798,Cherye,Stanfield,Female,1981-07-05,Manufacturing,Affluent Customer,No,NSW,39.0,Age : 21 - 40
799,Ansell,Tolhurst,Male,1949-08-11,Manufacturing,Affluent Customer,No,NSW,71.0,Age : 61 - 80
800,Erminie,Rabidge,Female,1982-03-09,Manufacturing,High Net Worth,No,NSW,38.0,Age : 21 - 40
801,Rosene,Beckey,Female,1974-05-21,Health,Mass Customer,Yes,NSW,46.0,Age : 41 - 60
802,Darlleen,Shalcras,Female,1980-09-14,Health,Mass Customer,No,NSW,40.0,Age : 21 - 40
803,Bryon,Goundry,Male,1951-02-05,Manufacturing,Mass Customer,No,QLD,69.0,Age : 61 - 80
805,Luci,Dyter,Female,1952-05-30,Manufacturing,High Net Worth,No,VIC,68.0,Age : 61 - 80
806,Sloan,Pudney,Male,1964-11-10,Financial Services,Affluent Customer,No,QLD,55.0,Age : 41 - 60
807,Otes,Elegood,Male,1940-11-25,Financial Services,High Net Worth,No,NSW,79.0,Age : 61 - 80
808,Davie,Blay,Male,1985-12-19,Financial Services,Mass Customer,No,NSW,34.0,Age : 21 - 40
809,Dorolice,Osmon,Female,1961-01-15,Financial Services,Affluent Customer,No,VIC,59.0,Age : 41 - 60
810,Meade,McReedy,Female,1968-11-23,Financial Services,Affluent Customer,Yes,NSW,51.0,Age : 41 - 60
811,Rikki,Chaffey,Male,1945-06-11,Manufacturing,Mass Customer,No,QLD,75.0,Age : 61 - 80
812,Adria,Van den Velde,Female,1978-07-10,Manufacturing,Affluent Customer,Yes,NSW,42.0,Age : 41 - 60
813,Dmitri,,Male,1991-02-06,Financial Services,High Net Worth,Yes,VIC,29.0,Age : 21 - 40
816,Rowen,Sollas,Male,1960-04-23,Health,Mass Customer,No,QLD,60.0,Age : 41 - 60
817,Boothe,Hayselden,Male,1940-05-18,Health,Mass Customer,Yes,NSW,80.0,Age : 61 - 80
818,Noak,Sleany,Male,1965-05-04,Financial Services,Affluent Customer,No,VIC,55.0,Age : 41 - 60
819,Callean,Wass,Male,1988-12-15,Financial Services,Affluent Customer,No,VIC,31.0,Age : 21 - 40
820,Keelby,Sudlow,Male,1988-09-01,Manufacturing,High Net Worth,No,VIC,32.0,Age : 21 - 40
821,Rodrique,Vernon,Male,1978-08-06,Manufacturing,Affluent Customer,No,VIC,42.0,Age : 41 - 60
823,Manny,Mandy,Male,1977-01-28,Argiculture,Mass Customer,No,QLD,43.0,Age : 41 - 60
824,Becky,Lassen,Female,1973-05-11,Financial Services,Mass Customer,Yes,NSW,47.0,Age : 41 - 60
825,Tessa,Heakey,Female,1971-05-31,Financial Services,Mass Customer,No,VIC,49.0,Age : 41 - 60
828,Renate,Whyte,Female,1963-12-08,Health,High Net Worth,Yes,NSW,56.0,Age : 41 - 60
829,Toma,Woolforde,Female,1992-03-09,Financial Services,Mass Customer,Yes,NSW,28.0,Age : 21 - 40
830,Dorie,Dunleavy,Female,1962-05-05,Health,Affluent Customer,No,VIC,58.0,Age : 41 - 60
831,Ellie,Toope,Female,1973-08-11,Property,High Net Worth,Yes,NSW,47.0,Age : 41 - 60
832,Leonora,Swetenham,Female,1967-10-05,IT,Mass Customer,Yes,NSW,52.0,Age : 41 - 60
833,Teodor,Mullinder,Male,1962-08-26,Manufacturing,High Net Worth,No,VIC,58.0,Age : 41 - 60
834,Jared,Fendlow,Male,1963-08-25,Financial Services,Mass Customer,No,QLD,57.0,Age : 41 - 60
836,Andy,Deeming,Male,1979-01-09,Manufacturing,Affluent Customer,Yes,QLD,41.0,Age : 41 - 60
842,Catha,Davitt,Female,1958-04-16,Property,High Net Worth,Yes,NSW,62.0,Age : 61 - 80
843,Melosa,McOwan,Female,2001-04-17,Financial Services,Mass Customer,No,NSW,19.0,Age : 0 - 20
844,Maris,Leete,Female,1973-04-14,Retail,Mass Customer,No,QLD,47.0,Age : 41 - 60
845,Wilburt,Padden,Male,1994-09-30,Manufacturing,Mass Customer,No,NSW,25.0,Age : 21 - 40
847,Guilbert,Bearns,Male,1982-10-29,Financial Services,Mass Customer,Yes,VIC,37.0,Age : 21 - 40
848,Meridith,Urwin,Female,1997-03-07,Health,High Net Worth,Yes,NSW,23.0,Age : 21 - 40
849,Leeland,,Male,1957-01-24,Telecommunications,High Net Worth,No,QLD,63.0,Age : 61 - 80
850,Gerta,Porrett,Female,1959-11-13,Health,High Net Worth,No,VIC,60.0,Age : 41 - 60
851,Karrah,Howell,Female,1956-11-07,Manufacturing,Mass Customer,No,NSW,63.0,Age : 61 - 80
852,Alick,Baise,Male,1998-08-16,Health,Mass Customer,Yes,NSW,22.0,Age : 21 - 40
853,Casandra,Betteridge,Female,1942-09-10,Financial Services,Affluent Customer,Yes,VIC,78.0,Age : 61 - 80
854,Maurine,Clee,Female,1980-09-13,Property,High Net Worth,Yes,NSW,40.0,Age : 21 - 40
855,Darwin,Bumpas,Male,1978-12-27,Health,Affluent Customer,Yes,VIC,41.0,Age : 41 - 60
856,Hayes,Daveren,Male,1953-03-27,Manufacturing,Affluent Customer,Yes,QLD,67.0,Age : 61 - 80
857,Piper,Issacov,Female,1939-11-08,Health,Affluent Customer,Yes,NSW,80.0,Age : 61 - 80
858,Markus,Pendrey,Male,1959-08-01,Health,Affluent Customer,Yes,NSW,61.0,Age : 61 - 80
859,Sile,Zappel,Female,1958-03-29,IT,High Net Worth,No,QLD,62.0,Age : 61 - 80
860,Craggy,Happel,Male,1979-02-10,Manufacturing,High Net Worth,Yes,VIC,41.0,Age : 41 - 60
861,Egor,Mariette,Male,1980-11-26,Financial Services,Affluent Customer,No,VIC,39.0,Age : 21 - 40
862,Reinald,Bembrigg,Male,1953-08-21,Financial Services,Affluent Customer,No,NSW,67.0,Age : 61 - 80
863,Kissie,Line,Female,2000-05-20,Manufacturing,Affluent Customer,Yes,NSW,20.0,Age : 0 - 20
864,Quentin,Gerleit,Female,1990-09-15,Manufacturing,Mass Customer,No,VIC,29.0,Age : 21 - 40
865,Karoly,Burgoine,Male,1947-04-06,Health,High Net Worth,Yes,VIC,73.0,Age : 61 - 80
866,Clarine,Piecha,Female,1964-12-07,Health,High Net Worth,No,QLD,55.0,Age : 41 - 60
868,Clemmie,Bartoszewicz,Female,1958-07-28,Financial Services,Mass Customer,No,VIC,62.0,Age : 61 - 80
869,Randall,Mason,Male,1974-07-28,Health,Mass Customer,Yes,NSW,46.0,Age : 41 - 60
870,Donica,Humby,Female,1967-06-01,Financial Services,Mass Customer,No,NSW,53.0,Age : 41 - 60
871,Lotty,Loach,Female,1961-08-23,Health,High Net Worth,Yes,NSW,59.0,Age : 41 - 60
872,Marie-jeanne,Breawood,Female,1953-10-12,Health,High Net Worth,No,NSW,66.0,Age : 61 - 80
873,Babara,Sissel,Female,1974-06-08,IT,Mass Customer,Yes,VIC,46.0,Age : 41 - 60
874,Rodolphe,Glenton,Male,1974-09-28,Financial Services,Affluent Customer,No,VIC,45.0,Age : 41 - 60
875,Thorvald,Duckerin,Male,1995-10-20,Manufacturing,Affluent Customer,Yes,VIC,24.0,Age : 21 - 40
876,Paulina,Iannuzzelli,Female,1956-03-08,Manufacturing,Mass Customer,No,NSW,64.0,Age : 61 - 80
877,Ricki,Padefield,Male,1948-08-03,Manufacturing,Affluent Customer,Yes,QLD,72.0,Age : 61 - 80
878,Lizette,McKeaveney,Female,1994-04-11,Health,High Net Worth,Yes,NSW,26.0,Age : 21 - 40
880,Jeno,Strafford,Male,1941-07-21,Financial Services,High Net Worth,No,QLD,79.0,Age : 61 - 80
881,Brigg,Himsworth,Male,1973-10-10,Telecommunications,Mass Customer,Yes,QLD,46.0,Age : 41 - 60
884,Raleigh,Pont,Male,1964-11-02,Entertainment,Mass Customer,No,VIC,55.0,Age : 41 - 60
885,Zachariah,Meininking,Male,1938-06-09,Financial Services,Affluent Customer,Yes,NSW,82.0,Age : 81 - 100
886,Lesley,Garey,Male,1994-03-29,Telecommunications,Mass Customer,No,NSW,26.0,Age : 21 - 40
887,Adriena,Giffin,Female,1957-03-17,Argiculture,Affluent Customer,Yes,NSW,63.0,Age : 61 - 80
888,Antoinette,,Female,1980-07-28,Financial Services,Affluent Customer,No,VIC,40.0,Age : 21 - 40
889,Carr,Hopkynson,Male,1971-10-18,Manufacturing,Affluent Customer,No,NSW,48.0,Age : 41 - 60
890,Shay,Briand,Male,1956-10-05,IT,Mass Customer,Yes,VIC,63.0,Age : 61 - 80
891,Karney,Burstow,Male,1972-07-02,Property,Mass Customer,Yes,NSW,48.0,Age : 41 - 60
892,Latrena,Yetts,Female,1999-06-18,Manufacturing,High Net Worth,Yes,NSW,21.0,Age : 21 - 40
894,Kelcie,Kingaby,Female,2000-03-24,IT,Mass Customer,Yes,QLD,20.0,Age : 0 - 20
895,Fabio,Commuzzo,Male,1961-10-02,Manufacturing,Mass Customer,No,VIC,58.0,Age : 41 - 60
896,Heall,Andrioli,Male,1941-06-17,IT,Affluent Customer,Yes,QLD,79.0,Age : 61 - 80
897,Rickert,Brasted,Male,1959-09-18,Health,Mass Customer,No,NSW,61.0,Age : 61 - 80
898,Hedwig,Jayme,Female,1952-08-21,Property,Affluent Customer,No,NSW,68.0,Age : 61 - 80
899,Penrod,Tomasicchio,Male,1968-05-28,Health,High Net Worth,No,NSW,52.0,Age : 41 - 60
901,Andriana,Gosnoll,Female,1964-05-19,Manufacturing,Mass Customer,No,NSW,56.0,Age : 41 - 60
902,Nilson,Wiggam,Male,1996-02-15,Financial Services,Mass Customer,No,VIC,24.0,Age : 21 - 40
903,Denny,Spleving,Female,1973-05-13,Manufacturing,Affluent Customer,Yes,NSW,47.0,Age : 41 - 60
905,Olia,O' Mullan,Female,1973-03-24,Health,Mass Customer,No,NSW,47.0,Age : 41 - 60
908,Shaw,MacEvilly,Male,2000-05-06,Health,Affluent Customer,No,NSW,20.0,Age : 0 - 20
909,Brook,Eade,Female,1957-11-17,Retail,Mass Customer,Yes,NSW,62.0,Age : 61 - 80
910,Aleece,Feige,Female,1975-09-16,Manufacturing,Mass Customer,No,NSW,45.0,Age : 41 - 60
911,Dolorita,Strutton,Female,1991-05-21,Manufacturing,Affluent Customer,No,VIC,29.0,Age : 21 - 40
912,Harman,A'field,Male,1960-12-27,Manufacturing,Affluent Customer,Yes,QLD,59.0,Age : 41 - 60
915,Ilise,Clissold,Female,1987-11-16,Entertainment,High Net Worth,No,NSW,32.0,Age : 21 - 40
916,Julita,Prene,Female,1979-05-16,Manufacturing,High Net Worth,Yes,QLD,41.0,Age : 41 - 60
917,Ashlen,Willbond,Female,1984-05-15,Health,High Net Worth,No,VIC,36.0,Age : 21 - 40
918,Keely,Bointon,Female,1988-10-16,Telecommunications,High Net Worth,No,QLD,31.0,Age : 21 - 40
919,Poul,Gaskin,Male,1950-06-15,Telecommunications,High Net Worth,No,NSW,70.0,Age : 61 - 80
921,Rubia,Evetts,Female,1990-12-21,Health,Mass Customer,No,NSW,29.0,Age : 21 - 40
922,Francklin,Cross,Male,1981-04-06,Property,Mass Customer,Yes,NSW,39.0,Age : 21 - 40
923,Wilone,Champley,Female,1983-11-06,Manufacturing,High Net Worth,No,NSW,36.0,Age : 21 - 40
